relation_pair_key,pred_label,entity1_canonical_text,entity1_type,entity2_canonical_text,entity2_type,relation_group,relation_count,max_pred_score,mean_pred_score,pmids,unique_pmid_count,same_sentence_count,has_validated_pesticide,has_unvalidated_chemical,example_title
atrazine||ChemicalEntity -- molecular nitrogen||ChemicalEntity,Association,molecular nitrogen,ChemicalEntity,atrazine,ChemicalEntity,General association,1,5.8160386,5.816,15066779,1,1,True,False,Simultaneous degradation of atrazine and phenol by Pseudomonas sp. strain ADP: effects of toxicity and adaptation.
atrazine||ChemicalEntity -- nitrate||ChemicalEntity,Association,atrazine,ChemicalEntity,nitrate,ChemicalEntity,General association,2,7.288002,7.124,12105980 | 27155350,2,2,True,False,Hydrochemical profiles in urban groundwater systems: New insights into contaminant sources and pathways in the subsurface from legacy and emerging contaminants.
atrazine||ChemicalEntity -- octadecyl silane||ChemicalEntity,Association,atrazine,ChemicalEntity,octadecyl silane,ChemicalEntity,General association,1,6.197304,6.197,18980142,1,1,True,False,Determination of pesticides in water samples from the Wieprz-krzna Canal in the Leczyńsko-Włodawskie Lake District of southeastern Poland by thin-layer chromatography with diode array scanning and high-performance column liquid chromatography with diode array detection.
atrazine||ChemicalEntity -- octan-1-ol||ChemicalEntity,Association,octan-1-ol,ChemicalEntity,atrazine,ChemicalEntity,General association,1,7.3282814,7.328,25644628,1,1,True,False,Attenuation of trace organic compounds (TOrCs) in bioelectrochemical systems.
atrazine||ChemicalEntity -- ostracod||OrganismTaxon,Association,atrazine,ChemicalEntity,ostracod,OrganismTaxon,General association,2,9.799087,9.596,26762862,1,2,True,False,Atrazine reduces the transmission of an amphibian trematode by altering snail and ostracod host-parasite interactions.
atrazine||ChemicalEntity -- oxozinc||ChemicalEntity,Association,oxozinc,ChemicalEntity,atrazine,ChemicalEntity,General association,2,7.7956357,7.371,35298801,2,2,True,False,Photocatalytic degradation of atrazine in aqueous solution using La-doped ZnO/PAN nanofibers.
atrazine||ChemicalEntity -- ozone||ChemicalEntity,Association,ozone,ChemicalEntity,atrazine,ChemicalEntity,General association,1,8.551856,8.552,16190224,1,1,True,False,"Fate of endocrine-disruptor, pharmaceutical, and personal care product chemicals during simulated drinking water treatment processes."
atrazine||ChemicalEntity -- phenmedipham||ChemicalEntity,Association,atrazine,ChemicalEntity,phenmedipham,ChemicalEntity,General association,1,9.566236,9.566,19071262,1,1,True,False,Comparison of different sorbents for multiresidue solid-phase extraction of 16 pesticides from groundwater coupled with high-performance liquid chromatography.
atrazine||ChemicalEntity -- phenol||ChemicalEntity,Association,atrazine,ChemicalEntity,phenol,ChemicalEntity,General association,3,6.9746294,6.975,15066779,1,2,True,False,Simultaneous degradation of atrazine and phenol by Pseudomonas sp. strain ADP: effects of toxicity and adaptation.
atrazine||ChemicalEntity -- phosphane||ChemicalEntity,Association,phosphane,ChemicalEntity,atrazine,ChemicalEntity,General association,1,7.9473276,7.947,9048955,1,1,True,False,Determination of atrazine levels in whole saliva and plasma in rats: potential of salivary monitoring for occupational exposure.
atrazine||ChemicalEntity -- phytotoxicity||DiseaseOrPhenotypicFeature,Association,atrazine,ChemicalEntity,phytotoxicity,DiseaseOrPhenotypicFeature,General association,1,6.5343037,6.534,31081245,1,1,True,False,Atrazine nanoencapsulation improves pre-emergence herbicidal activity against Bidens pilosa without enhancing long-term residual effect on Glycine max.
atrazine||ChemicalEntity -- piperonyl butoxide||ChemicalEntity,Association,atrazine,ChemicalEntity,piperonyl butoxide,ChemicalEntity,General association,1,7.532007,7.532,10868593,1,1,True,False,Analysis of pesticide residues in mixed fruit and vegetable extracts by direct sample introduction/gas chromatography/tandem mass spectrometry.
atrazine||ChemicalEntity -- poisoned||DiseaseOrPhenotypicFeature,Association,atrazine,ChemicalEntity,poisoned,DiseaseOrPhenotypicFeature,General association,1,5.6790223,5.679,4024447,1,1,True,False,Protective effect of activated charcoal in cattle poisoned with atrazine.
atrazine||ChemicalEntity -- prolactin||GeneOrGeneProduct,Association,atrazine,ChemicalEntity,prolactin,GeneOrGeneProduct,General association,1,9.075259,9.075,11053550,1,1,True,False,Effect of atrazine on implantation and early pregnancy in 4 strains of rats.
atrazine||ChemicalEntity -- prostate cancer||DiseaseOrPhenotypicFeature,Association,atrazine,ChemicalEntity,prostate cancer,DiseaseOrPhenotypicFeature,General association,1,9.284093,9.284,26984284,1,1,True,False,Atrazine promotes RM1 prostate cancer cell proliferation by activating STAT3 signaling.
atrazine||ChemicalEntity -- pyrene||ChemicalEntity,Association,pyrene,ChemicalEntity,atrazine,ChemicalEntity,General association,2,9.177371,7.598,30707840,2,2,True,False,Exploiting π-π Interactions to Design an Efficient Sorbent for Atrazine Removal from Water.
atrazine||ChemicalEntity -- quails||OrganismTaxon,Association,atrazine,ChemicalEntity,quails,OrganismTaxon,General association,1,7.3256373,7.326,26432752,1,1,True,False,Atrazine triggers developmental abnormality of ovary and oviduct in quails (Coturnix Coturnix coturnix) via disruption of hypothalamo-pituitary-ovarian axis.
atrazine||ChemicalEntity -- rice||OrganismTaxon,Association,atrazine,ChemicalEntity,rice,OrganismTaxon,General association,1,6.2205954,6.221,25537174,1,1,True,False,Determination triazine pesticides in cereal samples based on single-hole hollow molecularly imprinted microspheres.
atrazine||ChemicalEntity -- sheep||OrganismTaxon,Association,atrazine,ChemicalEntity,sheep,OrganismTaxon,General association,1,7.410196,7.41,1515117,1,1,True,False,A piezoelectric immunobiosensor for atrazine in drinking water.
atrazine||ChemicalEntity -- simazine||ChemicalEntity,Association,atrazine,ChemicalEntity,simazine,ChemicalEntity,General association,1,7.5011015,7.501,18656684,1,1,True,False,Application of bamboo charcoal as solid-phase extraction adsorbent for the determination of atrazine and simazine in environmental water samples by high-performance liquid chromatography-ultraviolet detector.
atrazine||ChemicalEntity -- sodium bromide||ChemicalEntity,Association,sodium bromide,ChemicalEntity,atrazine,ChemicalEntity,General association,1,6.6049967,6.605,11215668,1,1,True,False,Fate of atrazine in sandy soil cropped with sorghum.
atrazine||ChemicalEntity -- sulfane||ChemicalEntity,Association,atrazine,ChemicalEntity,sulfane,ChemicalEntity,General association,1,5.5257125,5.526,9048955,1,1,True,False,Determination of atrazine levels in whole saliva and plasma in rats: potential of salivary monitoring for occupational exposure.
atrazine||ChemicalEntity -- sulfonatooxy sulfate||ChemicalEntity,Association,sulfonatooxy sulfate,ChemicalEntity,atrazine,ChemicalEntity,General association,1,5.3866653,5.387,32050347,1,1,True,False,Pyrite enables persulfate activation for efficient atrazine degradation.
atrazine||ChemicalEntity -- terbuthylazine||ChemicalEntity,Association,atrazine,ChemicalEntity,terbuthylazine,ChemicalEntity,General association,1,7.6072583,7.607,22137903,1,1,True,False,"Triazine residues in raw milk and infant formulas from Spanish northwest, by a diphasic dialysis extraction."
atrazine||ChemicalEntity -- tobacco||OrganismTaxon,Association,atrazine,ChemicalEntity,tobacco,OrganismTaxon,General association,1,6.4743633,6.474,14727741,1,1,True,False,Biotransformation of atrazine in transgenic tobacco cell culture expressing human P450.
atrazine||ChemicalEntity -- trematodes||OrganismTaxon,Association,atrazine,ChemicalEntity,trematodes,OrganismTaxon,General association,1,9.799087,9.799,26762862,1,1,True,False,Atrazine reduces the transmission of an amphibian trematode by altering snail and ostracod host-parasite interactions.
atrazine||ChemicalEntity -- triazine||ChemicalEntity,Association,atrazine,ChemicalEntity,triazine,ChemicalEntity,General association,1,5.697821,5.698,16349478,1,1,True,False,Molecular basis of a bacterial consortium: interspecies catabolism of atrazine.
atrazine||ChemicalEntity -- trifluralin||ChemicalEntity,Association,trifluralin,ChemicalEntity,atrazine,ChemicalEntity,General association,2,8.86385,8.607,11725491,2,2,True,False,Combining supercritical fluid extraction of soil herbicides with enzyme immunoassay analysis.
atrazine||ChemicalEntity -- trimethoxy-[3-(oxiran-2-ylmethoxy)propyl]silane||ChemicalEntity,Association,atrazine,ChemicalEntity,trimethoxy-[3-(oxiran-2-ylmethoxy)propyl]silane,ChemicalEntity,General association,1,8.450767,8.451,18234487,1,1,True,False,An impedimetric immunosensor based on interdigitated microelectrodes (IDmicroE) for the determination of atrazine residues in food samples.
atrazine||ChemicalEntity -- trzD||GeneOrGeneProduct,Association,atrazine,ChemicalEntity,trzD,GeneOrGeneProduct,General association,1,8.7295475,8.73,17561946,1,1,True,False,Detection and organization of atrazine-degrading genetic potential of seventeen bacterial isolates belonging to divergent taxa indicate a recent common origin of their catabolic functions.
atrazine||ChemicalEntity -- trzN||GeneOrGeneProduct,Association,atrazine,ChemicalEntity,trzN,GeneOrGeneProduct,General association,3,8.917647,7.267,17561946,1,3,True,False,Detection and organization of atrazine-degrading genetic potential of seventeen bacterial isolates belonging to divergent taxa indicate a recent common origin of their catabolic functions.
atrazine||ChemicalEntity -- wheat||OrganismTaxon,Association,atrazine,ChemicalEntity,wheat,OrganismTaxon,General association,1,5.610809,5.611,25537174,1,1,True,False,Determination triazine pesticides in cereal samples based on single-hole hollow molecularly imprinted microspheres.
atrazine||ChemicalEntity -- zebrafish||OrganismTaxon,Association,atrazine,ChemicalEntity,zebrafish,OrganismTaxon,General association,1,5.672088,5.672,27046698,1,1,True,False,"Embryonic atrazine exposure alters zebrafish and human miRNAs associated with angiogenesis, cancer, and neurodevelopment."
"atrazine||ChemicalEntity --> (8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol||ChemicalEntity",Negative_Correlation,atrazine,ChemicalEntity,"(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",ChemicalEntity,Negative effect,1,8.552172,8.552,8812239,1,1,True,False,Failure of chloro-S-triazine-derived compounds to induce estrogen receptor-mediated responses in vivo and in vitro.
"atrazine||ChemicalEntity --> (8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one||ChemicalEntity",Positive_Correlation,atrazine,ChemicalEntity,"(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one",ChemicalEntity,Positive effect,2,8.657071,8.571,18824247,1,2,True,False,Responsiveness of the interrenal tissue of Jundiá (Rhamdia quelen) to an in vivo ACTH test following acute exposure to sublethal concentrations of agrichemicals.
"atrazine||ChemicalEntity --> (8S,9S,10R,11S,13S,14S,17S)-11-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one||ChemicalEntity",Positive_Correlation,atrazine,ChemicalEntity,"(8S,9S,10R,11S,13S,14S,17S)-11-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",ChemicalEntity,Positive effect,1,9.204334,9.204,30698848,1,1,True,False,"Agrochemical Mixtures and Amphibians: The Combined Effects of Pesticides and Fertilizer on Stress, Acetylcholinesterase Activity, and Bioaccumulation in a Terrestrial Environment."
"atrazine||ChemicalEntity --> 1-chloro-4-[2,2,2-trichloro-1-(4-chlorophenyl)ethyl]benzene||ChemicalEntity",Positive_Correlation,atrazine,ChemicalEntity,"1-chloro-4-[2,2,2-trichloro-1-(4-chlorophenyl)ethyl]benzene",ChemicalEntity,Positive effect,1,8.496401,8.496,28486186,1,1,True,False,A review on the application of constructed wetlands for the removal of priority substances and contaminants of emerging concern listed in recently launched EU legislation.
"atrazine||ChemicalEntity --> 2-[(2,4-diamino-4-oxobutanoyl)amino]-3-sulfanylpropanoic acid||ChemicalEntity",Positive_Correlation,atrazine,ChemicalEntity,"2-[(2,4-diamino-4-oxobutanoyl)amino]-3-sulfanylpropanoic acid",ChemicalEntity,Positive effect,1,8.96979,8.97,31081245,1,0,True,False,Atrazine nanoencapsulation improves pre-emergence herbicidal activity against Bidens pilosa without enhancing long-term residual effect on Glycine max.
"atrazine||ChemicalEntity --> 3-(3,4-dichlorophenyl)-1,1-dimethylurea||ChemicalEntity",Positive_Correlation,atrazine,ChemicalEntity,"3-(3,4-dichlorophenyl)-1,1-dimethylurea",ChemicalEntity,Positive effect,1,9.1122265,9.112,31778093,1,1,True,False,"Pesticides in the surface waters of the Camanducaia River watershed, Brazil."
atrazine||ChemicalEntity --> AChE||GeneOrGeneProduct,Negative_Correlation,atrazine,ChemicalEntity,AChE,GeneOrGeneProduct,Negative effect,1,6.6322446,6.632,12560168,1,1,True,False,"Acetylcholinesterase activity in copepods (Tigriopus brevicornis) from the Vilaine River estuary, France, as a biomarker of neurotoxic contaminants."
atrazine||ChemicalEntity --> Bidens pilosa||OrganismTaxon,Negative_Correlation,atrazine,ChemicalEntity,Bidens pilosa,OrganismTaxon,Negative effect,1,8.074093,8.074,31081245,1,1,True,False,Atrazine nanoencapsulation improves pre-emergence herbicidal activity against Bidens pilosa without enhancing long-term residual effect on Glycine max.
atrazine||ChemicalEntity --> Bidens pilosa||OrganismTaxon,Positive_Correlation,atrazine,ChemicalEntity,Bidens pilosa,OrganismTaxon,Positive effect,2,8.809539,8.409,31081245,1,0,True,False,Atrazine nanoencapsulation improves pre-emergence herbicidal activity against Bidens pilosa without enhancing long-term residual effect on Glycine max.
atrazine||ChemicalEntity --> C. gigas||OrganismTaxon,Negative_Correlation,atrazine,ChemicalEntity,C. gigas,OrganismTaxon,Negative effect,1,5.5894203,5.589,22012874,1,1,True,False,"Effects of low-dose exposure to pesticide mixture on physiological responses of the Pacific oyster, Crassostrea gigas."
atrazine||ChemicalEntity --> C. reinhardi||OrganismTaxon,Negative_Correlation,atrazine,ChemicalEntity,C. reinhardi,OrganismTaxon,Negative effect,1,6.044767,6.045,3524461,1,1,True,False,Mapping of the triazine binding site to a highly conserved region of the QB-protein.
atrazine||ChemicalEntity --> C. subsalsa||OrganismTaxon,Positive_Correlation,atrazine,ChemicalEntity,C. subsalsa,OrganismTaxon,Positive effect,1,7.7870474,7.787,29887206,1,1,True,False,Chattonella subsalsa (Raphidophyceae) growth and hemolytic activity in response to agriculturally-derived estuarine contaminants.
atrazine||ChemicalEntity --> CAD||GeneOrGeneProduct,Negative_Correlation,atrazine,ChemicalEntity,CAD,GeneOrGeneProduct,Negative effect,1,6.880866,6.881,34759756,1,1,True,False,"The Growth, physiological and biochemical response of foxtail millet to atrazine herbicide."
atrazine||ChemicalEntity --> CAT||GeneOrGeneProduct,Negative_Correlation,atrazine,ChemicalEntity,CAT,GeneOrGeneProduct,Negative effect,1,6.287462,6.287,19125545,1,1,True,False,Effects of atrazine on DNA damage and antioxidative enzymes in Vicia faba.
