final_relation_key,pred_label,entity1_display_name,entity1_canonical_text,entity1_type,entity1_merge_id,entity1_pubchem_cid,entity1_pubchem_inchikey,entity2_display_name,entity2_canonical_text,entity2_type,entity2_merge_id,entity2_pubchem_cid,entity2_pubchem_inchikey,relation_group,relation_count,max_pred_score,mean_pred_score,pmids,same_sentence_count,has_validated_pesticide,has_unvalidated_chemical,example_title,unique_pmid_count
INCHIKEY:FLEFKKUZMDEUIP-QFIPXVFZSA-N||ChemicalEntity --> TEXT:OrganismTaxon:tick||OrganismTaxon,Negative_Correlation,sarolaner,sarolaner,ChemicalEntity,INCHIKEY:FLEFKKUZMDEUIP-QFIPXVFZSA-N,73169092,FLEFKKUZMDEUIP-QFIPXVFZSA-N,tick,tick,OrganismTaxon,TEXT:OrganismTaxon:tick,,,Negative effect,1,9.156078,9.156,26911323,1,True,False,Comparative speed of kill after treatment with Simparica™ (sarolaner) and Advantix®(imidacloprid + permethrin) against induced infestations of Dermacentor reticulatus on dogs.,1
INCHIKEY:DUEPRVBVGDRKAG-UHFFFAOYSA-N||ChemicalEntity --> TEXT:GeneOrGeneProduct:acetyl-cholinesterase||GeneOrGeneProduct,Positive_Correlation,carbofuran,carbofuran,ChemicalEntity,INCHIKEY:DUEPRVBVGDRKAG-UHFFFAOYSA-N,2566,DUEPRVBVGDRKAG-UHFFFAOYSA-N,acetyl-cholinesterase,acetyl-cholinesterase,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:acetyl-cholinesterase,,,Positive effect,1,9.155976,9.156,7966439,1,True,False,Cholinergic and noncholinergic changes in skeletal muscles by carbofuran and methyl parathion.,1
INCHIKEY:ODPOAESBSUKMHD-UHFFFAOYSA-L||ChemicalEntity --> TEXT:DiseaseOrPhenotypicFeature:liver injury||DiseaseOrPhenotypicFeature,Positive_Correlation,deiquat,deiquat,ChemicalEntity,INCHIKEY:ODPOAESBSUKMHD-UHFFFAOYSA-L,6794,ODPOAESBSUKMHD-UHFFFAOYSA-L,liver injury,liver injury,DiseaseOrPhenotypicFeature,TEXT:DiseaseOrPhenotypicFeature:liver injury,,,Positive effect,1,9.155976,9.156,7932197,1,True,False,Effect of selenium deficiency and glutathione-modulating agents on diquat toxicity and lipid peroxidation in rats.,1
TEXT:ChemicalEntity:2-[methyl-[(e)-n'-phosphonocarbamimidoyl]amino]acetic acid||ChemicalEntity --> INCHIKEY:RLBIQVVOMOPOHC-UHFFFAOYSA-N||ChemicalEntity,Positive_Correlation,2-[methyl-[(E)-N'-phosphonocarbamimidoyl]amino]acetic acid,2-[methyl-[(E)-N'-phosphonocarbamimidoyl]amino]acetic acid,ChemicalEntity,TEXT:ChemicalEntity:2-[methyl-[(e)-n'-phosphonocarbamimidoyl]amino]acetic acid,,,metaphos,metaphos,ChemicalEntity,INCHIKEY:RLBIQVVOMOPOHC-UHFFFAOYSA-N,4130,RLBIQVVOMOPOHC-UHFFFAOYSA-N,Positive effect,1,9.155976,9.156,7966439,1,True,False,Cholinergic and noncholinergic changes in skeletal muscles by carbofuran and methyl parathion.,1
INCHIKEY:VXSIXFKKSNGRRO-MXOVTSAMSA-N||ChemicalEntity --> TEXT:DiseaseOrPhenotypicFeature:tumour||DiseaseOrPhenotypicFeature,Positive_Correlation,pyrethroid,pyrethroid,ChemicalEntity,INCHIKEY:VXSIXFKKSNGRRO-MXOVTSAMSA-N,60202781,VXSIXFKKSNGRRO-MXOVTSAMSA-N,tumour,tumour,DiseaseOrPhenotypicFeature,TEXT:DiseaseOrPhenotypicFeature:tumour,,,Positive effect,1,9.155335,9.155,7903603,1,True,False,"Enhancement of altered hepatic foci in rat liver and inhibition of intercellular communication in vitro by the pyrethroid insecticides fenvalerate, flucythrinate and cypermethrin.",1
INCHIKEY:YWTYJOPNNQFBPC-UHFFFAOYSA-N||ChemicalEntity --> TEXT:GeneOrGeneProduct:ast||GeneOrGeneProduct,Positive_Correlation,imidacloprid,imidacloprid,ChemicalEntity,INCHIKEY:YWTYJOPNNQFBPC-UHFFFAOYSA-N,86287518,YWTYJOPNNQFBPC-UHFFFAOYSA-N,AST,AST,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:ast,,,Positive effect,1,9.154753,9.155,39033793,1,True,False,The toxicity effects of imidacloprid and chlorpyrifos on oxidative stress and blood biochemistry in Cyprinus carpio.,1
INCHIKEY:YWTYJOPNNQFBPC-UHFFFAOYSA-N||ChemicalEntity --> TEXT:OrganismTaxon:coix||OrganismTaxon,Positive_Correlation,imidacloprid,imidacloprid,ChemicalEntity,INCHIKEY:YWTYJOPNNQFBPC-UHFFFAOYSA-N,86287518,YWTYJOPNNQFBPC-UHFFFAOYSA-N,Coix,Coix,OrganismTaxon,TEXT:OrganismTaxon:coix,,,Positive effect,1,9.154753,9.155,39053111,1,True,False,A colloidal gold immunochromatographic method for rapid screening of imidacloprid residues in Chinese herbal medicines.,1
INCHIKEY:YWTYJOPNNQFBPC-UHFFFAOYSA-N||ChemicalEntity --> TEXT:OrganismTaxon:lotus||OrganismTaxon,Positive_Correlation,imidacloprid,imidacloprid,ChemicalEntity,INCHIKEY:YWTYJOPNNQFBPC-UHFFFAOYSA-N,86287518,YWTYJOPNNQFBPC-UHFFFAOYSA-N,lotus,lotus,OrganismTaxon,TEXT:OrganismTaxon:lotus,,,Positive effect,1,9.154753,9.155,39053111,1,True,False,A colloidal gold immunochromatographic method for rapid screening of imidacloprid residues in Chinese herbal medicines.,1
INCHIKEY:ODCWYMIRDDJXKW-UHFFFAOYSA-N||ChemicalEntity --> TEXT:GeneOrGeneProduct:uterine||GeneOrGeneProduct,Negative_Correlation,simazine,simazine,ChemicalEntity,INCHIKEY:ODCWYMIRDDJXKW-UHFFFAOYSA-N,5216,ODCWYMIRDDJXKW-UHFFFAOYSA-N,uterine,uterine,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:uterine,,,Negative effect,1,9.153522,9.154,8812239,1,True,False,Failure of chloro-S-triazine-derived compounds to induce estrogen receptor-mediated responses in vivo and in vitro.,1
INCHIKEY:YWTYJOPNNQFBPC-UHFFFAOYSA-N||ChemicalEntity --> INCHIKEY:MHAJPDPJQMAIIY-UHFFFAOYSA-N||ChemicalEntity,Negative_Correlation,imidacloprid,imidacloprid,ChemicalEntity,INCHIKEY:YWTYJOPNNQFBPC-UHFFFAOYSA-N,86287518,YWTYJOPNNQFBPC-UHFFFAOYSA-N,hydrogen peroxide,hydrogen peroxide,ChemicalEntity,INCHIKEY:MHAJPDPJQMAIIY-UHFFFAOYSA-N,784,MHAJPDPJQMAIIY-UHFFFAOYSA-N,Negative effect,2,9.150522,8.851,31575764,2,True,False,Deleterious Effects of Neonicotinoid Pesticides on Drosophila melanogaster Immune Pathways.,1
INCHIKEY:ZOCSXAVNDGMNBV-UHFFFAOYSA-N||ChemicalEntity --> TEXT:DiseaseOrPhenotypicFeature:ctenocephalides felis||DiseaseOrPhenotypicFeature,Negative_Correlation,fipronil,fipronil,ChemicalEntity,INCHIKEY:ZOCSXAVNDGMNBV-UHFFFAOYSA-N,3352,ZOCSXAVNDGMNBV-UHFFFAOYSA-N,Ctenocephalides felis,Ctenocephalides felis,DiseaseOrPhenotypicFeature,TEXT:DiseaseOrPhenotypicFeature:ctenocephalides felis,,,Negative effect,1,9.150088,9.15,11110457,1,True,False,"Evaluation of efficacy of selamectin, fipronil, and imidacloprid against Ctenocephalides felis in dogs.",1
INCHIKEY:YVGGHNCTFXOJCH-UHFFFAOYSA-N||ChemicalEntity --> TEXT:DiseaseOrPhenotypicFeature:estrogenic||DiseaseOrPhenotypicFeature,Positive_Correlation,clofenotane,clofenotane,ChemicalEntity,INCHIKEY:YVGGHNCTFXOJCH-UHFFFAOYSA-N,3036,YVGGHNCTFXOJCH-UHFFFAOYSA-N,estrogenic,estrogenic,DiseaseOrPhenotypicFeature,TEXT:DiseaseOrPhenotypicFeature:estrogenic,,,Positive effect,1,9.15002,9.15,35798100,1,True,False,"Maternal exposure to DDT, DDE, and pyrethroid insecticides for malaria vector control and hypospadias in the VHEMBE birth cohort study, Limpopo, South Africa.",1
INCHIKEY:YWTYJOPNNQFBPC-UHFFFAOYSA-N||ChemicalEntity --> TEXT:OrganismTaxon:dermacentor variabilis||OrganismTaxon,Negative_Correlation,imidacloprid,imidacloprid,ChemicalEntity,INCHIKEY:YWTYJOPNNQFBPC-UHFFFAOYSA-N,86287518,YWTYJOPNNQFBPC-UHFFFAOYSA-N,Dermacentor variabilis,Dermacentor variabilis,OrganismTaxon,TEXT:OrganismTaxon:dermacentor variabilis,,,Negative effect,2,9.148932,8.453,26152410,2,True,False,Comparative Efficacy of an Imidacloprid/Flumethrin Collar (Seresto®) and an Oral Afoxolaner Chewable (NexGard®) against Tick (Dermacentor variabilis and Amblyomma americanum) Infestations on Dogs: a Randomised Controlled Trial.,1
INCHIKEY:DUEPRVBVGDRKAG-UHFFFAOYSA-N||ChemicalEntity --> TEXT:DiseaseOrPhenotypicFeature:acute myocardial infarction||DiseaseOrPhenotypicFeature,Positive_Correlation,carbofuran,carbofuran,ChemicalEntity,INCHIKEY:DUEPRVBVGDRKAG-UHFFFAOYSA-N,2566,DUEPRVBVGDRKAG-UHFFFAOYSA-N,acute myocardial infarction,acute myocardial infarction,DiseaseOrPhenotypicFeature,TEXT:DiseaseOrPhenotypicFeature:acute myocardial infarction,,,Positive effect,1,9.147629,9.148,32816635,1,True,False,Pesticide exposure and risk of cardiovascular disease: A systematic review.,1
INCHIKEY:SBPBAQFWLVIOKP-UHFFFAOYSA-N||ChemicalEntity --> TEXT:DiseaseOrPhenotypicFeature:inflammatory||DiseaseOrPhenotypicFeature,Negative_Correlation,chlorpyrifos,chlorpyrifos,ChemicalEntity,INCHIKEY:SBPBAQFWLVIOKP-UHFFFAOYSA-N,2730,SBPBAQFWLVIOKP-UHFFFAOYSA-N,inflammatory,inflammatory,DiseaseOrPhenotypicFeature,TEXT:DiseaseOrPhenotypicFeature:inflammatory,,,Negative effect,1,9.145693,9.146,38815349,0,True,False,"Fluoxetine attenuates chlorpyrifos-induced neuronal injury through the PPARγ, SIRT1, NF-κB, and JAK1/STAT3 signals.",1
INCHIKEY:SBPBAQFWLVIOKP-UHFFFAOYSA-N||ChemicalEntity --> TEXT:DiseaseOrPhenotypicFeature:neuronal injury||DiseaseOrPhenotypicFeature,Negative_Correlation,chlorpyrifos,chlorpyrifos,ChemicalEntity,INCHIKEY:SBPBAQFWLVIOKP-UHFFFAOYSA-N,2730,SBPBAQFWLVIOKP-UHFFFAOYSA-N,neuronal injury,neuronal injury,DiseaseOrPhenotypicFeature,TEXT:DiseaseOrPhenotypicFeature:neuronal injury,,,Negative effect,1,9.145693,9.146,38815349,1,True,False,"Fluoxetine attenuates chlorpyrifos-induced neuronal injury through the PPARγ, SIRT1, NF-κB, and JAK1/STAT3 signals.",1
INCHIKEY:SBPBAQFWLVIOKP-UHFFFAOYSA-N||ChemicalEntity --> TEXT:DiseaseOrPhenotypicFeature:neuronal intoxication||DiseaseOrPhenotypicFeature,Negative_Correlation,chlorpyrifos,chlorpyrifos,ChemicalEntity,INCHIKEY:SBPBAQFWLVIOKP-UHFFFAOYSA-N,2730,SBPBAQFWLVIOKP-UHFFFAOYSA-N,neuronal intoxication,neuronal intoxication,DiseaseOrPhenotypicFeature,TEXT:DiseaseOrPhenotypicFeature:neuronal intoxication,,,Negative effect,1,9.145693,9.146,38815349,1,True,False,"Fluoxetine attenuates chlorpyrifos-induced neuronal injury through the PPARγ, SIRT1, NF-κB, and JAK1/STAT3 signals.",1
INCHIKEY:WCXDHFDTOYPNIE-UHFFFAOYSA-N||ChemicalEntity --> TEXT:GeneOrGeneProduct:gpx||GeneOrGeneProduct,Negative_Correlation,acetamiprid,acetamiprid,ChemicalEntity,INCHIKEY:WCXDHFDTOYPNIE-UHFFFAOYSA-N,213021,WCXDHFDTOYPNIE-UHFFFAOYSA-N,GPx,GPx,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:gpx,,,Negative effect,1,9.145693,9.146,38818490,0,True,False,The potential neuroprotective of luteolin against acetamiprid-induced neurotoxicity in the rat cerebral cortex.,1
INCHIKEY:OVSKIKFHRZPJSS-UHFFFAOYSA-N||ChemicalEntity --> TEXT:GeneOrGeneProduct:carboxylesterase||GeneOrGeneProduct,Negative_Correlation,"2,4-D","2,4-D",ChemicalEntity,INCHIKEY:OVSKIKFHRZPJSS-UHFFFAOYSA-N,1486,OVSKIKFHRZPJSS-UHFFFAOYSA-N,carboxylesterase,carboxylesterase,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:carboxylesterase,,,Negative effect,1,9.141357,9.141,35085654,1,True,False,"Realistic exposure to fipronil, 2,4-D, vinasse and their mixtures impair larval amphibian physiology.",1
INCHIKEY:JXSJBGJIGXNWCI-UHFFFAOYSA-N||ChemicalEntity --> TEXT:DiseaseOrPhenotypicFeature:testicular toxicity||DiseaseOrPhenotypicFeature,Positive_Correlation,carbophos,carbophos,ChemicalEntity,INCHIKEY:JXSJBGJIGXNWCI-UHFFFAOYSA-N,4004,JXSJBGJIGXNWCI-UHFFFAOYSA-N,testicular toxicity,testicular toxicity,DiseaseOrPhenotypicFeature,TEXT:DiseaseOrPhenotypicFeature:testicular toxicity,,,Positive effect,1,9.140886,9.141,29942934,1,True,False,Protective effect of cerium oxide nanoparticle on sperm quality and oxidative damage in malathion-induced testicular toxicity in rats: An experimental study.,1
INCHIKEY:UZCGKGPEKUCDTF-UHFFFAOYSA-N||ChemicalEntity --> TEXT:DiseaseOrPhenotypicFeature:occupational||DiseaseOrPhenotypicFeature,Positive_Correlation,fluazinam,fluazinam,ChemicalEntity,INCHIKEY:UZCGKGPEKUCDTF-UHFFFAOYSA-N,91731,UZCGKGPEKUCDTF-UHFFFAOYSA-N,occupational,occupational,DiseaseOrPhenotypicFeature,TEXT:DiseaseOrPhenotypicFeature:occupational,,,Positive effect,1,9.140778,9.141,12499462,1,True,False,Occupational asthma from fungicides fluazinam and chlorothalonil.,1
INCHIKEY:RLBIQVVOMOPOHC-UHFFFAOYSA-N||ChemicalEntity --> TEXT:GeneOrGeneProduct:che||GeneOrGeneProduct,Negative_Correlation,metaphos,metaphos,ChemicalEntity,INCHIKEY:RLBIQVVOMOPOHC-UHFFFAOYSA-N,4130,RLBIQVVOMOPOHC-UHFFFAOYSA-N,ChE,ChE,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:che,,,Negative effect,2,9.1407585,8.944,8742317,2,True,False,"Time course of inhibition of cholinesterase and aliesterase activities, and nonprotein sulfhydryl levels following exposure to organophosphorus insecticides in mosquitofish (Gambusia affinis).",1
INCHIKEY:ZOCSXAVNDGMNBV-UHFFFAOYSA-N||ChemicalEntity --> TEXT:OrganismTaxon:common skimmer||OrganismTaxon,Negative_Correlation,fipronil,fipronil,ChemicalEntity,INCHIKEY:ZOCSXAVNDGMNBV-UHFFFAOYSA-N,3352,ZOCSXAVNDGMNBV-UHFFFAOYSA-N,common skimmer,common skimmer,OrganismTaxon,TEXT:OrganismTaxon:common skimmer,,,Negative effect,1,9.140314,9.14,26979488,1,True,False,Fipronil application on rice paddy fields reduces densities of common skimmer and scarlet skimmer.,1
INCHIKEY:KXDHJXZQYSOELW-UHFFFAOYSA-M||ChemicalEntity --> TEXT:DiseaseOrPhenotypicFeature:cancer||DiseaseOrPhenotypicFeature,Positive_Correlation,carbamate,carbamate,ChemicalEntity,INCHIKEY:KXDHJXZQYSOELW-UHFFFAOYSA-M,276,KXDHJXZQYSOELW-UHFFFAOYSA-M,cancer,cancer,DiseaseOrPhenotypicFeature,TEXT:DiseaseOrPhenotypicFeature:cancer,,,Positive effect,1,9.140065,9.14,11700263,1,True,False,Non-Hodgkin's lymphoma and specific pesticide exposures in men: cross-Canada study of pesticides and health.,1
INCHIKEY:OVSKIKFHRZPJSS-UHFFFAOYSA-N||ChemicalEntity --> INCHIKEY:CURLTUGMZLYLDI-UHFFFAOYSA-N||ChemicalEntity,Positive_Correlation,"2,4-D","2,4-D",ChemicalEntity,INCHIKEY:OVSKIKFHRZPJSS-UHFFFAOYSA-N,1486,OVSKIKFHRZPJSS-UHFFFAOYSA-N,carbon dioxide,carbon dioxide,ChemicalEntity,INCHIKEY:CURLTUGMZLYLDI-UHFFFAOYSA-N,280,CURLTUGMZLYLDI-UHFFFAOYSA-N,Positive effect,1,9.140065,9.14,11725491,1,True,False,Combining supercritical fluid extraction of soil herbicides with enzyme immunoassay analysis.,1
INCHIKEY:XCSGPAVHZFQHGE-UHFFFAOYSA-N||ChemicalEntity --> INCHIKEY:MXWJVTOOROXGIU-UHFFFAOYSA-N||ChemicalEntity,Positive_Correlation,alachlor,alachlor,ChemicalEntity,INCHIKEY:XCSGPAVHZFQHGE-UHFFFAOYSA-N,2078,XCSGPAVHZFQHGE-UHFFFAOYSA-N,atrazine,atrazine,ChemicalEntity,INCHIKEY:MXWJVTOOROXGIU-UHFFFAOYSA-N,2256,MXWJVTOOROXGIU-UHFFFAOYSA-N,Positive effect,1,9.140065,9.14,11725491,1,True,False,Combining supercritical fluid extraction of soil herbicides with enzyme immunoassay analysis.,1
INCHIKEY:XDDAORKBJWWYJS-UHFFFAOYSA-N||ChemicalEntity --> INCHIKEY:XLYOFNOQVPJJNP-UHFFFAOYSA-N||ChemicalEntity,Positive_Correlation,glyphosate,glyphosate,ChemicalEntity,INCHIKEY:XDDAORKBJWWYJS-UHFFFAOYSA-N,3496,XDDAORKBJWWYJS-UHFFFAOYSA-N,oxidane,oxidane,ChemicalEntity,INCHIKEY:XLYOFNOQVPJJNP-UHFFFAOYSA-N,962,XLYOFNOQVPJJNP-UHFFFAOYSA-N,Positive effect,1,9.140065,9.14,11767144,1,True,False,Liquid chromatography/electrospray ionization/isotopic dilution mass spectrometry analysis of n-(phosphonomethyl) glycine and mass spectrometry analysis of aminomethyl phosphonic acid in environmental water and vegetation matrixes.,1
INCHIKEY:FZMKKCQHDROFNI-UHFFFAOYSA-N||ChemicalEntity -- TEXT:GeneOrGeneProduct:als||GeneOrGeneProduct,Association,sulfometuron,sulfometuron,ChemicalEntity,INCHIKEY:FZMKKCQHDROFNI-UHFFFAOYSA-N,52998,FZMKKCQHDROFNI-UHFFFAOYSA-N,ALS,ALS,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:als,,,General association,1,9.138952,9.139,17315272,1,True,False,Cross-resistance profile of mesosulfuron-methyl-resistant Italian ryegrass in the southern United States.,1
INCHIKEY:NIFKBBMCXCMCAO-UHFFFAOYSA-N||ChemicalEntity -- INCHIKEY:VJYIFXVZLXQVHO-UHFFFAOYSA-N||ChemicalEntity,Association,"methyl 2-[(4,6-dimethoxypyrimidin-2-yl)carbamoylsulfamoyl]-4-(methanesulfonamidomethyl)benzoate","methyl 2-[(4,6-dimethoxypyrimidin-2-yl)carbamoylsulfamoyl]-4-(methanesulfonamidomethyl)benzoate",ChemicalEntity,INCHIKEY:NIFKBBMCXCMCAO-UHFFFAOYSA-N,11409499,NIFKBBMCXCMCAO-UHFFFAOYSA-N,chlorsulfuron,chlorsulfuron,ChemicalEntity,INCHIKEY:VJYIFXVZLXQVHO-UHFFFAOYSA-N,47491,VJYIFXVZLXQVHO-UHFFFAOYSA-N,General association,1,9.138952,9.139,17315272,1,True,False,Cross-resistance profile of mesosulfuron-methyl-resistant Italian ryegrass in the southern United States.,1
INCHIKEY:NUPJIGQFXCQJBK-UHFFFAOYSA-N||ChemicalEntity -- INCHIKEY:OOLBCHYXZDXLDS-UHFFFAOYSA-N||ChemicalEntity,Association,imazamox,imazamox,ChemicalEntity,INCHIKEY:NUPJIGQFXCQJBK-UHFFFAOYSA-N,86137,NUPJIGQFXCQJBK-UHFFFAOYSA-N,diclofop,diclofop,ChemicalEntity,INCHIKEY:OOLBCHYXZDXLDS-UHFFFAOYSA-N,38687,OOLBCHYXZDXLDS-UHFFFAOYSA-N,General association,1,9.138952,9.139,17315272,1,True,False,Cross-resistance profile of mesosulfuron-methyl-resistant Italian ryegrass in the southern United States.,1
INCHIKEY:OOLBCHYXZDXLDS-UHFFFAOYSA-N||ChemicalEntity -- INCHIKEY:XDDAORKBJWWYJS-UHFFFAOYSA-N||ChemicalEntity,Association,diclofop,diclofop,ChemicalEntity,INCHIKEY:OOLBCHYXZDXLDS-UHFFFAOYSA-N,38687,OOLBCHYXZDXLDS-UHFFFAOYSA-N,glyphosate,glyphosate,ChemicalEntity,INCHIKEY:XDDAORKBJWWYJS-UHFFFAOYSA-N,3496,XDDAORKBJWWYJS-UHFFFAOYSA-N,General association,1,9.138952,9.139,17315272,1,True,False,Cross-resistance profile of mesosulfuron-methyl-resistant Italian ryegrass in the southern United States.,1
TEXT:ChemicalEntity:ivermectin||ChemicalEntity -- TEXT:GeneOrGeneProduct:type a gaba and strychnine-sensitive glycine receptors||GeneOrGeneProduct,Association,ivermectin,ivermectin,ChemicalEntity,TEXT:ChemicalEntity:ivermectin,,,type A GABA and strychnine-sensitive glycine receptors,type A GABA and strychnine-sensitive glycine receptors,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:type a gaba and strychnine-sensitive glycine receptors,,,General association,1,9.138952,9.139,17267752,1,True,False,Dorsal unpaired median neurons of locusta migratoria express ivermectin- and fipronil-sensitive glutamate-gated chloride channels.,1
INCHIKEY:OVSKIKFHRZPJSS-UHFFFAOYSA-N||ChemicalEntity --> TEXT:GeneOrGeneProduct:udpglucuronosyltransferase||GeneOrGeneProduct,Negative_Correlation,"2,4-D","2,4-D",ChemicalEntity,INCHIKEY:OVSKIKFHRZPJSS-UHFFFAOYSA-N,1486,OVSKIKFHRZPJSS-UHFFFAOYSA-N,UDPglucuronosyltransferase,UDPglucuronosyltransferase,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:udpglucuronosyltransferase,,,Negative effect,1,9.137632,9.138,6624478,1,True,False,Effects of phenoxyherbicides and glyphosate on the hepatic and intestinal biotransformation activities in the rat.,1
INCHIKEY:CVXBEEMKQHEXEN-UHFFFAOYSA-N||ChemicalEntity --> TEXT:GeneOrGeneProduct:che||GeneOrGeneProduct,Negative_Correlation,carbaril,carbaril,ChemicalEntity,INCHIKEY:CVXBEEMKQHEXEN-UHFFFAOYSA-N,6129,CVXBEEMKQHEXEN-UHFFFAOYSA-N,CHE,CHE,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:che,,,Negative effect,2,9.13759,9.001,24863738 | 2731661,2,True,False,Inhibition of human serum complement activity by diisopropylfluorophosphate and selected anticholinesterase insecticides.,2
INCHIKEY:CVXBEEMKQHEXEN-UHFFFAOYSA-N||ChemicalEntity -- INCHIKEY:RLBIQVVOMOPOHC-UHFFFAOYSA-N||ChemicalEntity,Association,carbaril,carbaril,ChemicalEntity,INCHIKEY:CVXBEEMKQHEXEN-UHFFFAOYSA-N,6129,CVXBEEMKQHEXEN-UHFFFAOYSA-N,metaphos,metaphos,ChemicalEntity,INCHIKEY:RLBIQVVOMOPOHC-UHFFFAOYSA-N,4130,RLBIQVVOMOPOHC-UHFFFAOYSA-N,General association,1,9.136331,9.136,16539149,1,True,False,Comparative susceptibility of western corn rootworm (Coleoptera: Chrysomelidae) adults to selected insecticides in Kansas.,1
INCHIKEY:LMJMTWXDWFWZHV-CWJYERATSA-N||ChemicalEntity -- INCHIKEY:RLBIQVVOMOPOHC-UHFFFAOYSA-N||ChemicalEntity,Association,"[(E,6R)-6-hydroxy-2-methyl-5-oxo-6-[(2R,3S,8S,9R,10R,13R,14S,16R,17R)-2,3,16-trihydroxy-4,4,9,13,14-pentamethyl-11-oxo-1,2,3,7,8,10,12,15,16,17-decahydrocyclopenta[a]phenanthren-17-yl]hept-3-en-2-yl] acetate","[(E,6R)-6-hydroxy-2-methyl-5-oxo-6-[(2R,3S,8S,9R,10R,13R,14S,16R,17R)-2,3,16-trihydroxy-4,4,9,13,14-pentamethyl-11-oxo-1,2,3,7,8,10,12,15,16,17-decahydrocyclopenta[a]phenanthren-17-yl]hept-3-en-2-yl] acetate",ChemicalEntity,INCHIKEY:LMJMTWXDWFWZHV-CWJYERATSA-N,5281323,LMJMTWXDWFWZHV-CWJYERATSA-N,metaphos,metaphos,ChemicalEntity,INCHIKEY:RLBIQVVOMOPOHC-UHFFFAOYSA-N,4130,RLBIQVVOMOPOHC-UHFFFAOYSA-N,General association,1,9.136331,9.136,16539149,1,True,False,Comparative susceptibility of western corn rootworm (Coleoptera: Chrysomelidae) adults to selected insecticides in Kansas.,1
INCHIKEY:OMFRMAHOUUJSGP-IRHGGOMRSA-N||ChemicalEntity -- TEXT:OrganismTaxon:corn rootworm||OrganismTaxon,Association,bifenthrin,bifenthrin,ChemicalEntity,INCHIKEY:OMFRMAHOUUJSGP-IRHGGOMRSA-N,6442842,OMFRMAHOUUJSGP-IRHGGOMRSA-N,corn rootworm,corn rootworm,OrganismTaxon,TEXT:OrganismTaxon:corn rootworm,,,General association,1,9.136331,9.136,16539149,1,True,False,Comparative susceptibility of western corn rootworm (Coleoptera: Chrysomelidae) adults to selected insecticides in Kansas.,1
INCHIKEY:RLBIQVVOMOPOHC-UHFFFAOYSA-N||ChemicalEntity -- TEXT:DiseaseOrPhenotypicFeature:adult corn rootworm||DiseaseOrPhenotypicFeature,Association,metaphos,metaphos,ChemicalEntity,INCHIKEY:RLBIQVVOMOPOHC-UHFFFAOYSA-N,4130,RLBIQVVOMOPOHC-UHFFFAOYSA-N,adult corn rootworm,adult corn rootworm,DiseaseOrPhenotypicFeature,TEXT:DiseaseOrPhenotypicFeature:adult corn rootworm,,,General association,1,9.136331,9.136,16539149,1,True,False,Comparative susceptibility of western corn rootworm (Coleoptera: Chrysomelidae) adults to selected insecticides in Kansas.,1
INCHIKEY:ZOCSXAVNDGMNBV-UHFFFAOYSA-N||ChemicalEntity -- TEXT:OrganismTaxon:coptotermesformosanus shiraki||OrganismTaxon,Association,fipronil,fipronil,ChemicalEntity,INCHIKEY:ZOCSXAVNDGMNBV-UHFFFAOYSA-N,3352,ZOCSXAVNDGMNBV-UHFFFAOYSA-N,Coptotermesformosanus Shiraki,Coptotermesformosanus Shiraki,OrganismTaxon,TEXT:OrganismTaxon:coptotermesformosanus shiraki,,,General association,1,9.136331,9.136,16539144,1,True,False,Response of the Formosan subterranean termites (Isoptera: Rhinotermitidae) to baits or nonrepellent termiticides in extended foraging arenas.,1
INCHIKEY:KAATUXNTWXVJKI-UHFFFAOYSA-N||ChemicalEntity -- INCHIKEY:OMFRMAHOUUJSGP-IRHGGOMRSA-N||ChemicalEntity,Association,beta-cypermethrin,beta-cypermethrin,ChemicalEntity,INCHIKEY:KAATUXNTWXVJKI-UHFFFAOYSA-N,2912,KAATUXNTWXVJKI-UHFFFAOYSA-N,bifenthrin,bifenthrin,ChemicalEntity,INCHIKEY:OMFRMAHOUUJSGP-IRHGGOMRSA-N,6442842,OMFRMAHOUUJSGP-IRHGGOMRSA-N,General association,1,9.135864,9.136,33172670,1,True,False,"Field evolved resistance to pyrethroids, neonicotinoids, organophosphates and macrolides in Rhopalosiphum padi (Linnaeus) and Sitobion avenae (Fabricius) from China.",1
INCHIKEY:MUJOIMFVNIBMKC-UHFFFAOYSA-N||ChemicalEntity --> TEXT:GeneOrGeneProduct:pgd2||GeneOrGeneProduct,Negative_Correlation,fludioxonil,fludioxonil,ChemicalEntity,INCHIKEY:MUJOIMFVNIBMKC-UHFFFAOYSA-N,86398,MUJOIMFVNIBMKC-UHFFFAOYSA-N,PGD2,PGD2,GeneOrGeneProduct,TEXT:GeneOrGeneProduct:pgd2,,,Negative effect,1,9.135675,9.136,26359731,1,True,False,"Effects of Common Pesticides on Prostaglandin D2 (PGD2) Inhibition in SC5 Mouse Sertoli Cells, Evidence of Binding at the COX-2 Active Site, and Implications for Endocrine Disruption.",1
